county,year,Anteil_Bruttowertschöpfung_Primärer_Sektor_inkar,Anteil_Bruttowertschöpfung_Sekundärer_Sektor_inkar,Anteil_Bruttowertschöpfung_Tertiärer_Sektor_inkar,Ausgaben_für_Sachinvestitionen_inkar,Auslandsumsatz_im_Bergbau_u._Verarb._Gewerbe_inkar,Ausländeranteil_inkar,Beschäftigte_Pimärer_Sektor_inkar,Beschäftigte_Sekundärer_Sektor_inkar,Beschäftigte_Tertiärer_Sektor_inkar,Beschäftigte_am_AO_mit_Berufsabschluss_inkar,Beschäftigte_am_AO_mit_akademischem_Berufsabschluss_inkar,Beschäftigte_am_AO_ohne_Berufsabschluss_inkar,Beschäftigte_am_WO_mit_Berufsabschluss_inkar,Beschäftigte_am_WO_mit_akademischen_Abschluss_inkar,Beschäftigte_am_WO_ohne_Berufsabschluss_inkar,Beschäftigte_im_Handwerk_inkar,Beschäftigte_in_IT-_und_naturwissenschaftlichen_Dienstleistungsberufen_inkar,Beschäftigte_in_Kreativbranchen_inkar,Beschäftigte_in_unternehmensbezogenen_Dienstleistungen_inkar,Beschäftigte_in_wissensintensiven_Industrien_inkar,Beschäftigte_mit_Anforderungsniveau_Experte_inkar,Beschäftigte_mit_Anforderungsniveau_Fachkraft_inkar,Beschäftigte_mit_Anforderungsniveau_Helfer_inkar,Beschäftigte_mit_Anforderungsniveau_Spezialist_inkar,Bruttoinlandsprodukt_in_1000_Euro_inkar,Bruttoinlandsprodukt_je_Einwohner_inkar,Bruttoinlandsprodukt_je_Erwerbstätigen_inkar,Bruttoverdienst_inkar,Bruttoverdienst_im_Produzierenden_Gewerbe_inkar,Bruttowertschöpfung_je_Erwerbstätigen_inkar,Bruttowertschöpfung_je_Erwerbstätigen_Primärer_Sektor_inkar,Bruttowertschöpfung_je_Erwerbstätigen_Sekundärer_Sektor_inkar,Bruttowertschöpfung_je_Erwerbstätigen_Tertiärer_Sektor_inkar,Gewerbesteuer_inkar,Industriequote_inkar,Investitionen_im_Bergbau_und_Verarb._Gewerbe_inkar,Medianeinkommen_inkar,Mietpreise_inkar,Offene_Stellen_mit_Anforderungsniveau_Experte_inkar,Offene_Stellen_mit_Anforderungsniveau_Fachkraft_inkar,Offene_Stellen_mit_Anforderungsniveau_Helfer_inkar,Offene_Stellen_mit_Anforderungsniveau_Spezialist_inkar,Pendlersaldo_inkar,Personal_der_Kommunen_inkar,Schulabgänger_mit_Hauptschulabschluss_inkar,Schulabgänger_mit_allgemeiner_Hochschulreife_inkar,Schulabgänger_mit_mittlerem_Abschluss_inkar,Schulabgänger_ohne_Abschluss_inkar,Schuldnerquote_inkar,Schutzsuchende_an_Bevölkerung_inkar,Schutzsuchende_an_ausländischer_Bevölkerung_inkar,Schüler_inkar,Steuerkraft_inkar,Studierende_je_100_Einwohner_18_bis_25_Jahre_inkar,Umsatz_Bauhauptgewerbe_inkar,Umsatz_im_Bergbau_u._Verarb._Gewerbe_inkar,Umsatz_im_Handwerk_inkar,Umsatzsteuer_inkar,Unternehmensinsolvenzen_inkar
5112,2010,0.03,32.02,67.95,75.56,101.69,16.8,0.06,30.28,69.66,,,,,,,8.93,,2.07,8.93,5.19,,,,,14884707,30.4,66.94,2543.06,3561.43,60.18,14.79,78.88,54.2,309.95,14.72,10.1,,3,7.13,66.12,15.11,8.6,4.98,120.56,20.73,31.12,,8.18,14.67,0.88,5.23,11.28,475.63,40.9,150.8,364.05,74.71,42.94,18.65
5112,2011,0.03,33.85,66.12,71.95,116.51,15.02,0.07,30.05,69.88,,,,,,,8.77,,2.21,8.94,5.03,,,,,16063873,32.95,72.45,2651.79,3800.24,65.04,18.93,90.9,56.83,382.9,14.73,14.49,,3,7.28,68.77,14.73,7.9,3.89,119.6,20.23,32.81,,7.91,14.59,0.8,5.34,11.23,529.25,44.09,125.54,439.23,81.21,45.52,20.12
5112,2012,0.03,32.66,67.31,55.71,95.35,15.36,0.07,30.38,69.54,56.99,10.83,15.62,55.92,7.98,17.08,8.98,,2.1,9.07,4.95,,,,,16108472,33.09,71.95,2728.68,3821.49,64.62,16.15,84.26,58.12,371.86,15.04,14.53,,3,7.32,69.65,14.24,8.38,3.9,118.9,17.27,37.69,,7.49,15.26,0.85,5.53,10.97,545.29,45.52,157.31,382.57,80.22,48.9,18.58
5112,2013,0.03,31.02,68.95,71.68,98.37,16.05,0.08,29.95,69.96,59.53,11.17,14.54,58.36,8.5,15.95,8.41,3.68,2.03,9.68,4.87,11.82,63.79,12.16,11.16,15838625,32.53,70.48,2767.38,3845.61,63.37,18.29,78.32,58.42,349.75,15.13,15.83,,3,8.55,69.04,14.16,8.24,4.21,118.29,15.94,44.5,,5.66,15.36,0.92,5.75,10.64,551.45,44.46,161.58,371.79,79.89,49.45,17.04
5112,2014,0.03,30.78,69.19,91.65,93.49,16.29,0.07,29.09,70.84,60.05,11.53,14.63,59.08,8.9,16.03,8.37,3.61,2.02,9.85,4.47,11.78,63.53,12.81,11.09,16389515,33.76,72.4,2875.58,3942.96,65.18,15.78,81.41,59.93,322.6,14.87,11.47,3326,3,7.61,67.36,17.59,7.46,4.29,121.22,17.95,35.93,,6.96,15.86,1.09,6.67,10.55,555.96,47.05,141.49,354.4,78.03,51.17,11.1
5112,2015,0.02,30.01,69.96,83.58,94.38,17.83,0.09,28.48,71.43,60.2,11.76,15.29,59.08,9.2,16.88,8.33,3.51,1.94,9.29,4.69,12,62.86,13.96,11.05,16503063,33.6,72.65,2925.28,3953.24,65.35,12.97,81.82,60.22,457.36,14.46,10.86,3378,3,6.97,67.39,18.16,7.48,3.43,119.9,17.72,38.56,,6.42,16.2,1.3,7.31,10.36,622.91,49.48,155.87,326.1,81.15,59.19,12.48
5112,2016,0.03,29.51,70.46,76.69,95.4,19.89,0.06,27.6,72.34,60.46,12.18,15.19,58.93,9.6,17.2,8.43,3.47,2.12,9.24,4.24,12.06,62.44,14.3,11.04,16291922,32.59,71.42,2970.27,4051.11,64.31,17.73,82.21,58.98,490.69,13.97,12.38,3403,3,8.36,66.63,15.87,9.14,2.52,121.44,16.09,38.59,39.6,5.72,16.64,2.44,12.25,10.35,635.53,55.89,115.25,305.09,82.41,59.94,11.53
5112,2017,0.03,28.62,71.35,92.79,115.9,20.2,0.06,26.82,73.12,60.22,12.64,15.56,58.44,10.06,17.67,8.53,3.5,2,9.05,4.13,12.13,61.85,14.97,10.87,17446233,35.02,75.46,3018.75,4095.86,68,25.34,86.4,62.69,508.35,14.05,13.33,3467,3,8.69,66.05,16.65,8.59,2.63,123.77,16.76,37.24,38.97,7.03,17.08,2.79,13.81,10.5,680.66,57.46,92.74,359.75,84.51,74.9,8.96
5112,2018,0.03,29.67,70.3,123.66,120.46,20.82,0.05,26.3,73.65,60.35,13.11,15.79,57.89,10.53,18.13,8.64,3.54,1.82,8.81,4.07,12.17,61.91,14.88,10.88,18172935,36.45,78.14,3102.12,4159.52,70.42,22.97,94.08,63.71,494.62,14.02,11.75,3526.92,4,8.34,66.18,16.93,8.54,1.37,122.35,17.01,36.35,38.33,8.28,17.2,3.05,14.64,10.46,705.98,44.27,97.77,368.6,89.71,92.4,8.75
5112,2019,0.04,26.47,73.5,131.59,96.71,21.39,0.06,26.32,73.62,59.73,13.57,15.84,57.43,10.97,18.44,,3.63,1.79,9,4.03,12.3,61.97,14.68,10.91,17781800,35.66,76,3210.51,4336.54,68.5,28.73,81.89,64.73,462.34,14.19,18.8,3672.13,4,8.05,65.49,16.9,9.56,0.28,122.12,17.8,36.48,35.92,9.8,17.52,3.25,15.21,10.47,725.83,44.5,101.87,323.75,,102.42,9.56
5112,2020,0.03,23.71,76.26,221.73,81.72,21.86,0.05,25.83,74.12,59.22,13.88,16.28,57.14,11.37,18.78,,3.63,1.64,8.86,2.77,12.37,61.88,14.65,10.97,16570168,33.42,71.18,3159.57,4145.69,64.48,27.02,68.8,63.28,258.72,14.02,,3640.74,4,9.76,62.25,18.14,9.84,0.16,,17.07,41.13,34.04,7.76,,3.5,16.03,10.58,,43.93,,288.07,,112.98,9.1
5112,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
5113,1995,,,,,,10.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.34,,,,,,,,,,,19.17,32.97,,5.85,,,,10.7,562.02,57.11,89.19,,,,
5113,1996,,,,,,10.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.59,,,,,,,,,,,18.33,33.2,,5.82,,,,10.91,551.8,62.13,103.39,,,,
5113,1997,,,,,,11.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.6,,,,,,,,,14.89,,17.11,33.75,,6.54,,,,11.13,546.8,63.39,114.28,,,,
5113,1998,,,,,,11.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.19,,,,,,,,,14.9,,17.44,32.07,,6.91,,,,11.31,577.61,62.55,124.52,,,45.67,
5113,1999,,,,,,11.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.09,,,,,,,,,15.38,,16.78,31.97,,6.41,,,,11.37,621.4,60.47,148.89,,,48.25,
5113,2000,0.03,25.09,74.88,,,11.25,,,,,,,,,,,,,,,,,,,17629583,29.62,56.1,2313.77,3280.68,50.58,13.82,67.06,46.79,423.51,,,,,,,,,16.65,,17.61,32.09,,6.93,,,,11.44,598.58,58.82,137.71,,,51.61,
5113,2001,0.03,23.83,76.13,,,11.43,,,,,,,,,,,,,,,,,,,18273979,30.87,58.03,2335.41,3285.71,52.42,14.03,67.41,49.06,435.1,,,,,,,,,17.5,,18.3,32.65,,7.32,,,,11.46,582.14,58.13,134.82,,,51.19,
5113,2002,0.03,24.67,75.3,,,11.52,,,,,,,,,,,,,,,,,,,18488497,31.58,59.68,2367.09,3309.08,53.96,13.57,72.61,49.82,331.79,,,,,,,,,17.49,,17.79,31.62,,7.55,,,,11.57,541.27,57.62,114.47,,,51.47,
5113,2003,0.04,23.82,76.14,,,11.58,,,,,,,,,,,,,,,,,,,19129140,32.45,62.6,2403.42,3380.32,56.51,16.75,75.63,52.43,393.24,,,,,,,,,18.14,,20.94,30.5,,7.27,,,,11.59,533.16,57.33,121.73,,,50.67,
5113,2004,0.03,24.7,75.26,,,11.7,,,,,,,,,,,,,,,,,,,19109188,32.49,62.91,2416.25,3488.52,56.99,14.63,81.11,51.99,437.76,,,,,,,,,17.51,,19.62,31.13,,8.71,12.25,,,11.57,562.28,53.13,122.12,,,50.95,
5113,2005,0.04,21.48,78.48,,,11.78,,,,,,,,,,,,,,,,,,,18453564,31.52,61.01,2427.12,3562.04,55.18,15.04,69.91,52.23,508.21,,,,,,,,,17.49,,17.22,31.23,,9.03,12.89,,,11.71,584.58,56.63,137.73,,,52.04,
5113,2006,0.03,23.76,76.21,,,11.85,,,,,,,,,,,,,,,,,,,19312709,33.12,63.56,2422.06,3677.59,57.48,16.45,82.91,52.51,548.98,,,,,,,,,18.38,148.51,18.07,32.27,,6.97,13.55,,,11.57,615.74,56.51,139.25,,,54.85,
5113,2007,0.03,24.5,75.47,,,11.96,,,,,,,,,,,,,,,,,,,20829425,35.78,66.83,2431.8,3785.57,60.1,14.41,93.1,53.96,812.52,,,,,,,,,19.8,147.22,18.53,31.21,,7.22,13.89,1.05,8.76,11.38,754.69,55.06,149.47,,,61.36,11.95
5113,2008,0.03,31.29,68.68,,,12.05,0.09,19.7,80.15,,,,,,,,,4.7,,,,,,,22806669,39.34,72.57,2489.92,3890.31,65.25,16.79,129.55,53.27,593.13,11.14,,,,7.81,70.75,9.94,9.11,19.96,145.56,17.21,34.09,,7.88,13.37,1.11,9.17,11.22,718.31,58.11,156.53,,,63.68,15.66
5113,2009,0.03,31.42,68.55,95.55,75.17,11.87,0.06,19.65,80.29,,,,,,,,,4.48,16.1,4.41,,,,,22766341,39.51,71.97,2526.82,3950.39,64.53,17.34,129.61,52.5,688.96,11.18,6.12,,,8.81,68.43,11.63,9.99,19.69,145.8,15.79,35.13,,7.96,11.99,1.22,10.28,11.15,725.1,60.62,154.34,238.02,,62.97,17.65
5113,2010,0.02,31.22,68.76,82.14,91.57,12.05,0.06,18.96,80.98,,,,,,,11.04,,4.31,15.96,4.03,,,,,22994139,40.02,72.21,2584.56,3989.13,64.93,17.32,134.43,52.62,683.47,10.95,4.48,,3,8.64,70.12,10.32,9.43,20.11,144.07,16.33,36.87,,6.79,12.62,1.38,11.43,11.05,704.03,64.59,127.8,263.85,68.77,64.24,19.31
5113,2011,0.03,30.15,69.81,77.84,101.01,10.03,0.06,18.76,81.17,,,,,,,10.9,,4.22,17.14,3.84,,,,,23553108,41.62,73.47,2685.44,4227.1,65.96,22.74,132.65,54.23,551.83,11.18,5.94,,3,6.7,70.52,13.39,8.26,20.02,145.73,15.88,39.12,,6.76,12.08,1.31,13.03,11.09,686.33,73.56,85.23,289.22,74.52,68.85,16.72
5113,2012,0.03,22.25,77.73,73.46,87.01,10.43,0.05,17.61,82.34,52.87,14.59,12.11,52.97,14.32,12.64,10.25,,4.35,18.14,3.22,,,,,22074366,38.94,68.45,2756.4,4278.14,61.48,21.02,92.64,56.12,522.05,10.61,8.33,,3,7.83,68,14.16,9.93,20.09,150.69,14.15,40.91,,5.38,12.69,1.42,13.65,10.87,691.91,79.47,91.58,235.47,75.81,69.03,15.66
5113,2013,0.04,22.07,77.89,67.39,89.07,11.21,0.06,17.77,82.17,54.81,15.71,11.46,54.74,15.28,11.86,11.93,3.51,4.23,18.78,3.7,14.97,57.3,12.79,13.29,22146460,38.86,68.77,2760.24,4152.53,61.83,26.6,92.59,56.55,549.08,10.64,8.19,,3,8.95,69.92,9.19,11.98,18.39,151.87,11.4,51.11,,5.8,12.8,1.53,13.66,10.46,720.4,87.95,90.51,235.8,79.91,69.44,11.76
5113,2014,0.03,19.71,80.26,93.3,96.53,12.05,0.06,17.18,82.77,55.48,16.2,11.59,55.23,16.11,12.04,12.11,3.6,3.89,19.12,3.49,14.94,57.44,13.11,13.23,22921173,39.95,70.62,2854.51,4226.36,63.58,21.55,88.9,59.46,570.01,10.42,9,3304,3,8.65,70.42,10.63,10.3,18.93,151.8,11.88,41.02,,9.28,13.15,1.75,14.49,10.3,741.36,99.07,139.88,223.52,83.15,71.17,9.95
5113,2015,0.03,18.36,81.61,126.46,101.56,13.73,0.05,16.53,83.41,55.96,16.53,12.15,55.32,16.65,12.65,11.86,3.59,4.1,19.16,3.33,14.84,57.78,13.16,13.1,23426244,40.21,70.87,2899.07,4227.74,63.74,20.63,85.02,60.39,582.64,10.08,6.98,3328,4,9.5,70.81,11.04,8.65,19.26,149.75,12.43,44.03,,6.75,12.95,2.13,15.51,10.1,774.03,104.06,116.24,229.85,79.9,79.54,11.15
5113,2016,0.03,19.42,80.55,128.77,112.9,14.71,0.06,16.99,82.95,55.73,17.03,13.27,55.05,17.44,13.79,11.62,3.65,4.09,17.49,3.83,14.84,57.48,13.97,13.19,23815280,40.84,71.85,2949.41,4178.49,64.69,18.72,93.63,60.26,558.89,10.65,8.14,3353,4,9.47,71.29,11.11,8.14,18.59,153.24,10.77,44.39,37.9,6.63,13.59,3.68,24.98,10.25,780.71,106.16,143.23,252.68,81.63,81.91,9.36
5113,2017,0.03,20.23,79.73,111.63,111.55,15.32,0.06,17.04,82.9,55.29,17.92,13.5,54.79,18.18,13.98,10.39,3.8,4.07,17.05,3.71,14.96,57.13,14.24,13.13,24668867,42.29,74.47,3036.15,4320.67,67.1,22.97,101.19,61.86,799.96,10.8,7.14,3451,4,8.73,68.05,15.11,8.11,17.59,158.38,12.21,40.04,39.92,7.83,13.76,3.88,25.33,10.37,915.03,59.39,134.66,252.82,75.13,101.93,8.58
5113,2018,0.04,21.08,78.87,164.23,125.16,15.96,0.06,16.68,83.26,54.74,18.75,13.48,54.28,19.01,14.13,10.57,3.87,3.73,17.17,3.62,15.17,56.84,14.49,12.99,25772746,44.2,76.59,3155.13,4565.09,69.02,27.99,105.35,63.25,724.99,10.86,9.9,3560.56,4,8.11,66.83,15.85,9.18,17.68,163.01,12.14,45.39,34.89,7.56,13.96,4.3,26.94,10.39,919.99,71.56,144.55,263.33,78.34,115.51,8.46
5113,2019,0.04,20.84,79.12,247.86,114.99,16.33,0.06,17.05,82.89,54.24,19.49,13.79,53.73,19.73,14.44,,4.13,3.82,17.08,3.78,15.44,56.79,14.3,12.95,26298812,45.13,77.53,3250.61,4702.19,69.88,27.08,106.79,64.1,739.41,11.35,9.52,3662.07,5,6.95,70.43,14.95,7.67,17.56,167.31,13.53,42.85,35.62,7.95,14.23,4.63,28.36,10.43,967.3,74.56,138.35,252.11,,128.13,8.26
5113,2020,0.05,19.49,80.46,261.09,107.95,16.87,0.06,17.5,82.44,53.84,20.27,13.82,53.31,20.44,14.64,,4.66,3.5,17.25,3.99,15.82,56.51,13.91,13.28,26023722,44.68,75.81,3293.55,4511.61,68.67,36.05,100.26,63.83,619.34,11.86,,3768.99,5,7.16,70.93,15.85,6.06,18.52,,12.41,42.32,38.21,7.05,,4.47,26.5,10.51,,75.77,,239.12,,140.64,7.31
5113,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
5114,1995,,,,,,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.62,,,,,,,,,,,24.81,29.12,,6.01,,,,11.52,520.65,21.59,85.81,,,,
5114,1996,,,,,,15.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.12,,,,,,,,,,,23.8,27.93,,7.38,,,,11.78,552.72,20.21,71.83,,,,
5114,1997,,,,,,15.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.86,,,,,,,,,16.92,,22.03,27.72,,7.53,,,,12.1,511.32,18.56,85.58,,,,
5114,1998,,,,,,15.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.09,,,,,,,,,16.08,,23.04,29.43,,6.71,,,,12.23,574.13,16.94,79.85,,,44.99,
5114,1999,,,,,,14.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.97,,,,,,,,,17.08,,22.6,29.43,,5.78,,,,12.34,611.17,14.94,78.96,,,47.57,
5114,2000,0.17,43.36,56.46,,,14.15,,,,,,,,,,,,,,,,,,,7289959,30.39,58.56,2380.36,3059.71,52.81,18.78,69.74,44.72,404.52,,,,,,,,,16.91,,23.41,28.4,,7.7,,,,12.49,591.07,14.72,86.15,,,46.32,
5114,2001,0.2,42.72,57.08,,,13.9,,,,,,,,,,,,,,,,,,,7239007,30.22,58.78,2422.49,3102.51,53.1,23.02,68.97,45.48,162.43,,,,,,,,,17.61,,20.82,28.48,,9.21,,,,12.46,486.52,14.62,87.39,,,45.75,
5114,2002,0.17,43.08,56.75,,,13.65,,,,,,,,,,,,,,,,,,,7535247,31.5,61.73,2455.98,3173.89,55.81,21.2,76.04,46.62,241.22,,,,,,,,,17.22,,22.39,27.16,,9.61,,,,12.48,503.03,16.14,106.11,,,45.58,
5114,2003,0.18,41.32,58.5,,,13.4,,,,,,,,,,,,,,,,,,,7431297,31.15,61.55,2454.82,3152.57,55.57,22.53,74.45,47.3,339.56,,,,,,,,,18.19,,21.21,28.49,,9.22,,,,12.56,517.73,16.86,100.48,,,45.29,
5114,2004,0.17,43.81,56.03,,,13.27,,,,,,,,,,,,,,,,,,,8031142,33.71,66.62,2483.14,3313.76,60.35,23.07,92.91,47.55,323.12,,,,,,,,,17.84,,21.56,25.98,,9.11,13.49,,,12.57,520.05,16,113.92,,,45.49,
5114,2005,0.16,42.51,57.33,,,13.08,,,,,,,,,,,,,,,,,,,7903362,33.25,66.24,2472.69,3306.07,59.91,21.71,91.87,47.81,292.85,,,,,,,,,16.99,,23.57,25.9,,8.34,14.63,,,12.63,503.37,16.6,119.96,,,46.37,
5114,2006,0.18,40.84,58.98,,,12.89,,,,,,,,,,,,,,,,,,,7734686,32.62,65.2,2450.27,3308.28,58.96,23.52,88.12,48.15,572.56,,,,,,,,,16.58,123.79,21.33,27.46,,8.34,15.71,,,12.5,633.23,24.34,93.41,,,48.81,
5114,2007,0.17,43.07,56.76,,,12.82,,,,,,,,,,,,,,,,,,,8348830,35.3,69.47,2495.12,3482.63,62.48,23.86,99.87,48.84,563.99,,,,,,,,,16.12,123.88,21.75,27.62,,9.21,16.15,0.42,3.3,12.39,673.02,24.68,106.49,,,54.64,13.39
5114,2008,0.19,42.1,57.7,,,12.77,0.41,34.35,65.22,,,,,,,,,2.22,,,,,,,8206129,34.72,68.27,2551.15,3587.83,61.38,26.5,95.42,48.88,578.81,18.26,,,,4.54,65.12,15.99,9.81,14.9,124.23,20.94,27.89,,10.21,15.3,0.52,4.06,12.12,723.67,25.12,122.8,,,56.51,13.07
5114,2009,0.19,35.85,63.96,71.21,167.14,12.8,0.44,33.83,65.73,,,,,,,,,2.11,10.36,14.79,,,,,7434808,31.58,62.78,2545.86,3505.6,56.28,22.71,75.59,49.43,421.45,17.74,7.74,,,5.67,67.88,16.06,8.89,13.79,129.43,21.94,31.45,,7.58,12.45,0.51,4.01,12.01,612.55,25.63,117,319.57,,55.83,16.6
5114,2010,0.19,39.58,60.22,107.68,216.27,12.92,0.45,33.99,65.56,,,,,,,9.53,,2.06,9.1,14.24,,,,,7675736,32.65,65.52,2595.96,3662.92,58.91,23.74,89.25,48.34,459.71,17.86,8.1,,3,5.61,68.89,15.34,8.41,13.48,130.09,19.57,32.27,,8.07,12.62,0.61,4.74,11.87,596.23,25.48,110.38,407,105.63,56.88,13.55
5114,2011,0.24,39.33,60.43,107.34,246.17,10.8,0.46,33.48,66.06,,,,,,,9.69,,2.04,10.21,15.49,,,,,7870764,35.48,66.77,2677.13,3806.78,59.95,31.01,90.28,49.34,495.63,19.08,9.52,,3,5.03,69.97,14.81,8.2,12.84,138.33,22.27,33.8,,4.98,12.8,0.66,6.11,12.47,699.92,31.23,103.88,444.95,110.77,63.61,15.21
5114,2012,0.21,38.4,61.39,78.22,232.06,11.2,0.44,32.5,67.03,59.81,11.04,13.06,54.57,11.5,14.02,9.47,,2.33,10.5,14.58,,,,,7855626,35.38,66.33,2758.85,3951.63,59.57,27.66,87.66,49.8,541.75,18.69,9.22,,3,6.34,70.1,12.9,9.87,12.88,140.43,19.73,34.97,,7.69,13.59,0.74,6.57,12.26,737.4,32.4,105.76,418.73,108.22,63.56,13.51
5114,2013,0.26,36.07,63.68,149.99,247.08,11.8,0.47,31.45,68.08,61.72,11.84,12.34,56.64,12.08,13.33,8.98,6.72,2.33,10.77,11.29,11.75,61.54,12.8,12.78,7694024,34.65,65.11,2776.49,4036.5,58.55,31.17,82.46,50.44,483.36,18.48,10.5,,3,5.86,69.62,15.73,8.79,12.92,140.91,16.79,44.12,,5.63,14.48,0.86,7.27,11.8,733.73,35.55,101.95,437.72,106.61,64.27,10.79
5114,2014,0.23,35.01,64.77,168.23,255.31,12.44,0.53,31.07,68.4,62.36,12.17,12.58,57.29,12.45,13.69,8.95,6.81,2.44,10.8,11.23,11.63,61.57,13.1,12.84,7820403,35.15,65.96,2859.83,4027.83,59.38,26.86,81.18,52.04,461.43,18.23,10.44,3352,4,5.32,70.28,16.33,8.07,11.12,142.7,19.56,36.95,,7.43,14.8,1.08,8.71,11.66,740.77,37.26,100.32,448.32,112.38,66.18,10.1
5114,2015,0.19,34.57,65.24,127.41,252.14,13.65,0.52,31.21,68.27,62.07,12.48,13.02,57.49,12.84,14.36,8.75,6.65,2.45,9.64,12.09,11.95,60.86,14.2,12.63,8038139,35.7,67.59,2918.83,4119.76,60.79,22.18,84.62,53.14,515.89,18.25,10.23,3386,4,6.1,63.82,20.96,9.12,10.25,142.13,17.6,38.38,,7.52,14.96,1.29,9.49,11.48,764.65,36.07,123.54,439.3,120.22,71.91,8.7
5114,2016,0.19,34.9,64.91,109.44,272.46,14.99,0.53,30.27,69.2,62.09,12.84,13.49,57.5,13.21,14.76,8.7,6.48,2.46,9.13,11.62,11.97,60.27,14.77,12.63,8311497,36.64,68.99,2969.91,4192.07,62.12,24.12,89.21,53.61,573.2,18.04,11.08,3396,4,5.01,65.1,22.65,7.24,10.4,149.46,17.84,38.96,36.11,7.09,15.03,2.53,16.88,11.49,793.51,35.42,117.57,450.55,123.3,73.56,5.96
5114,2017,0.23,36.9,62.87,122.59,267.29,15.55,0.55,31.07,68.38,60.56,13.06,13.46,57.09,13.74,15.2,8.94,6.29,2.34,8.55,10.94,11.71,60.17,15.61,12.27,9047151,39.91,73.91,3010.07,4141.94,66.6,31.25,100.79,55.73,578.87,19.36,10,3423,4,5.86,64.13,23.15,6.9,11.81,149.76,16.45,39.05,37.72,6.78,15.09,2.49,16.03,11.36,850.1,34.25,107.47,461.64,131.1,91.64,7.11
5114,2018,0.2,37.6,62.2,198.44,232.3,16.31,0.47,31.01,68.52,59.96,13.54,13.65,56.91,14.32,15.46,9.21,6.3,2.34,8.7,10.8,11.71,59.91,15.85,12.3,9404422,41.43,75.9,3091.58,4170.72,68.4,28.15,102.65,57.13,722.57,19.75,8.82,3494.64,4,5.45,65.74,20.44,8.33,11.86,152.41,19.11,35.67,35.17,10.05,15.05,2.78,17.04,11.21,924.73,33.7,120.81,425.36,130.66,102.61,7.69
5114,2019,0.25,35.87,63.88,184.95,193.09,16.94,0.45,31.09,68.46,59.65,13.95,13.77,56.69,14.81,15.53,,6.32,2.29,8.22,10.79,11.84,59.7,15.86,12.38,9401020,41.34,74.67,3221.69,4379.94,67.31,37.24,94.56,58.09,764.67,20.08,12.97,3559.86,5,6.31,64.89,21.36,7.43,11.75,156.32,18.12,40.18,34.09,7.73,15.13,2.99,17.64,11.15,979.65,33.36,105.24,387.81,,113.56,7.62
5114,2020,0.23,34.97,64.8,145.41,179.64,17.54,0.43,30.87,68.7,59.85,14.31,13.76,56.44,15.19,15.81,,6.37,2.47,8.17,10.49,12.15,58.9,15.97,12.76,9225747,40.67,73.62,3218.14,4238.08,66.68,34.42,91.72,58.29,733.1,20.22,,3602.46,5,5.81,59.65,28.49,6.06,12.13,,17.48,38.17,35.61,8.74,,2.96,16.89,11.15,,33.29,,352.8,,124.88,5.58
5114,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
5116,1995,,,,,,10.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.67,,,,,,,,,,,25.68,26.84,,7.08,,,,12.12,521.77,27.57,82.24,,,,
5116,1996,,,,,,10.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.21,,,,,,,,,,,24.6,27.03,,7.26,,,,12.45,490.76,28.09,85.66,,,,
5116,1997,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.97,,,,,,,,,0.2,,26.73,27.5,,7.92,,,,12.77,490.96,29.12,92.63,,,,
5116,1998,,,,,,10.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.04,,,,,,,,,0.37,,26.95,25.96,,6.84,,,,13.03,546.2,28.86,89.01,,,36.66,
5116,1999,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.59,,,,,,,,,0.79,,29.69,26.93,,6.26,,,,13.08,565.7,28.47,92.39,,,38.63,
5116,2000,0.31,30.38,69.31,,,10.87,,,,,,,,,,,,,,,,,,,6070825,23.08,48.78,2037.04,2691.28,43.98,25.58,48.76,42.3,363.18,,,,,,,,,1.61,,29.32,26.96,,5.94,,,,13.08,560.48,29.99,91.43,,,36.9,
5116,2001,0.3,30.12,69.58,,,10.88,,,,,,,,,,,,,,,,,,,6547944,24.9,52.98,2091.84,2802.17,47.86,28.37,53.08,46.03,414.73,,,,,,,,,2.51,,26.79,26.6,,8.92,,,,13.11,559.24,31.97,109.44,,,36.4,
